date,station,rr
2019-04-01,AWS Pasaman Barat,0.7999999999999996
2019-04-02,AWS Pasaman Barat,5.0
2019-04-03,AWS Pasaman Barat,0.2
2019-04-04,AWS Pasaman Barat,2.0
2019-04-05,AWS Pasaman Barat,0.4
2019-04-06,AWS Pasaman Barat,24.2
2019-04-07,AWS Pasaman Barat,0.0
2019-04-08,AWS Pasaman Barat,0.0
2019-04-09,AWS Pasaman Barat,17.4
2019-04-10,AWS Pasaman Barat,0.0
2019-04-11,AWS Pasaman Barat,0.0
2019-04-12,AWS Pasaman Barat,0.0
2019-04-13,AWS Pasaman Barat,0.0
2019-04-14,AWS Pasaman Barat,0.0
2019-04-15,AWS Pasaman Barat,0.0
2019-04-16,AWS Pasaman Barat,0.0
2019-04-17,AWS Pasaman Barat,0.0
2019-04-18,AWS Pasaman Barat,0.0
2019-04-19,AWS Pasaman Barat,0.0
2019-04-20,AWS Pasaman Barat,0.0
2019-04-21,AWS Pasaman Barat,0.0
2019-04-22,AWS Pasaman Barat,0.0
2019-04-23,AWS Pasaman Barat,0.0
2019-04-24,AWS Pasaman Barat,0.0
2019-04-25,AWS Pasaman Barat,0.0
2019-04-26,AWS Pasaman Barat,0.0
2019-04-27,AWS Pasaman Barat,0.0
2019-04-28,AWS Pasaman Barat,0.0
2019-04-29,AWS Pasaman Barat,0.0
2019-04-30,AWS Pasaman Barat,0.0
2019-05-01,AWS Pasaman Barat,0.0
2019-05-02,AWS Pasaman Barat,0.0
2019-05-03,AWS Pasaman Barat,0.0
2019-05-04,AWS Pasaman Barat,0.0
2019-05-05,AWS Pasaman Barat,0.0
2019-05-06,AWS Pasaman Barat,0.0
2019-05-07,AWS Pasaman Barat,0.0
2019-05-08,AWS Pasaman Barat,0.0
2019-05-09,AWS Pasaman Barat,0.0
2019-05-10,AWS Pasaman Barat,0.0
2019-05-11,AWS Pasaman Barat,0.0
2019-05-12,AWS Pasaman Barat,0.0
2019-05-13,AWS Pasaman Barat,0.0
2019-05-14,AWS Pasaman Barat,0.0
2019-05-15,AWS Pasaman Barat,0.0
2019-05-16,AWS Pasaman Barat,0.0
2019-05-17,AWS Pasaman Barat,0.0
2019-05-18,AWS Pasaman Barat,0.0
2019-05-19,AWS Pasaman Barat,0.0
2019-05-20,AWS Pasaman Barat,0.0
2019-05-21,AWS Pasaman Barat,0.0
2019-05-22,AWS Pasaman Barat,0.0
2019-05-23,AWS Pasaman Barat,0.0
2019-05-24,AWS Pasaman Barat,0.0
2019-05-25,AWS Pasaman Barat,0.0
2019-05-26,AWS Pasaman Barat,0.0
2019-05-27,AWS Pasaman Barat,0.0
2019-05-28,AWS Pasaman Barat,0.0
2019-05-29,AWS Pasaman Barat,0.0
2019-05-30,AWS Pasaman Barat,0.0
2019-05-31,AWS Pasaman Barat,0.0
2019-06-01,AWS Pasaman Barat,0.0
2019-06-02,AWS Pasaman Barat,0.0
2019-06-03,AWS Pasaman Barat,0.0
2019-06-04,AWS Pasaman Barat,0.0
