date,station,rr
2016-07-01,AAWS,0.0
2016-07-02,AAWS,0.0
2016-07-03,AAWS,0.0
2016-07-04,AAWS,0.0
2016-07-05,AAWS,0.0
2016-07-06,AAWS,0.8
2016-07-07,AAWS,0.0
2016-07-08,AAWS,0.0
2016-07-09,AAWS,0.0
2016-07-10,AAWS,0.0
2016-07-11,AAWS,3.6
2016-07-12,AAWS,0.0
2016-07-13,AAWS,16.399999999999995
2016-07-14,AAWS,6.599999999999999
2016-07-15,AAWS,0.4
2016-07-16,AAWS,4.0
2016-07-17,AAWS,58.79999999999999
2016-07-18,AAWS,0.6000000000000001
2016-07-19,AAWS,42.60000000000001
2016-07-20,AAWS,1.799999999999996
2016-07-21,AAWS,0.0
2016-07-22,AAWS,1.8
2016-07-23,AAWS,6.599999999999999
2016-07-24,AAWS,22.800000000000004
2016-07-25,AAWS,0.0
2016-07-26,AAWS,0.0
2016-07-27,AAWS,0.0
2016-07-28,AAWS,0.0
2016-07-29,AAWS,0.0
2016-07-30,AAWS,0.0
2016-07-31,AAWS,0.0
2016-08-01,AAWS,0.0
2016-08-02,AAWS,0.0
2016-08-03,AAWS,0.0
2016-08-04,AAWS,0.0
2016-08-05,AAWS,0.0
2016-08-06,AAWS,0.0
2016-08-07,AAWS,0.0
2016-08-08,AAWS,0.0
2016-08-09,AAWS,0.0
2016-08-10,AAWS,0.0
2016-08-11,AAWS,2.2
2016-08-12,AAWS,47.2
2016-08-13,AAWS,1.0
2016-08-14,AAWS,0.2
2016-08-15,AAWS,0.0
2016-08-16,AAWS,0.0
2016-08-17,AAWS,0.0
2016-08-18,AAWS,0.0
2016-08-19,AAWS,9.199999999999998
2016-08-20,AAWS,2.8
2016-08-21,AAWS,0.6000000000000001
2016-08-22,AAWS,17.2
2016-08-23,AAWS,59.99999999999999
2016-08-24,AAWS,78.00000000000001
2016-08-25,AAWS,13.4
2016-08-26,AAWS,0.2
2016-08-27,AAWS,0.0
2016-08-28,AAWS,0.0
2016-08-29,AAWS,1.0
2016-08-30,AAWS,7.599999999999999
2016-08-31,AAWS,3.4000000000000004
2016-09-01,AAWS,11.200000000000001
2016-09-02,AAWS,0.0
2016-09-03,AAWS,0.0
2016-09-04,AAWS,77.2
2016-09-05,AAWS,38.6
2016-09-06,AAWS,29.199999999999996
2016-09-07,AAWS,0.2
2016-09-08,AAWS,0.0
2016-09-09,AAWS,0.0
2016-09-10,AAWS,0.0
2016-09-11,AAWS,6.8
2016-09-12,AAWS,3.4
2016-09-13,AAWS,0.0
2016-09-14,AAWS,0.0
2016-09-15,AAWS,0.0
2016-09-16,AAWS,4.999999999999999
2016-09-17,AAWS,0.2
2016-09-18,AAWS,3.2
2016-09-19,AAWS,12.999999999999998
2016-09-20,AAWS,7.3999999999999995
2016-09-21,AAWS,8.799999999999997
2016-09-22,AAWS,0.2
2016-09-23,AAWS,112.0
2016-09-24,AAWS,0.2
2016-09-25,AAWS,0.0
2016-09-26,AAWS,0.0
2016-09-27,AAWS,37.8
2016-09-28,AAWS,0.0
2016-09-29,AAWS,39.4
2016-09-30,AAWS,0.6000000000000001
2016-10-01,AAWS,0.2
2016-10-02,AAWS,5.2
2016-10-03,AAWS,0.0
2016-10-04,AAWS,0.0
2016-10-05,AAWS,8.0
2016-10-06,AAWS,29.2
2016-10-07,AAWS,16.2
2016-10-08,AAWS,0.4
2016-10-09,AAWS,0.0
2016-10-10,AAWS,0.0
2016-10-11,AAWS,0.0
2016-10-12,AAWS,6.4
2016-10-13,AAWS,60.6
2016-10-14,AAWS,17.999999999999993
2016-10-15,AAWS,23.599999999999998
2016-10-16,AAWS,14.399999999999999
2016-10-17,AAWS,0.2
2016-10-18,AAWS,0.2
2016-10-19,AAWS,0.4
2016-10-20,AAWS,0.0
2016-10-21,AAWS,0.0
2016-10-22,AAWS,3.2
2016-10-23,AAWS,6.800000000000001
2016-10-24,AAWS,2.4000000000000004
2016-10-25,AAWS,0.0
2016-10-26,AAWS,0.0
2016-10-27,AAWS,7.799999999999998
2016-10-28,AAWS,20.999999999999996
2016-10-29,AAWS,30.4
2016-10-30,AAWS,19.0
2016-10-31,AAWS,13.999999999999998
2016-11-01,AAWS,17.8
2016-11-02,AAWS,6.799999999999999
2016-11-03,AAWS,1.4000000000000001
2016-11-04,AAWS,0.2
2016-11-05,AAWS,0.0
2016-11-06,AAWS,0.0
2016-11-07,AAWS,47.2
2016-11-08,AAWS,8.599999999999998
2016-11-09,AAWS,65.60000000000001
2016-11-10,AAWS,0.0
2016-11-11,AAWS,3.399999999999998
2016-11-12,AAWS,149.8
2016-11-13,AAWS,2.2
2016-11-14,AAWS,0.4
2016-11-15,AAWS,41.60000000000001
2016-11-16,AAWS,0.4
2016-11-17,AAWS,0.2
2016-11-18,AAWS,36.4
2016-11-19,AAWS,13.0
2016-11-20,AAWS,28.4
2016-11-21,AAWS,2.0
2016-11-22,AAWS,51.800000000000004
2016-11-23,AAWS,14.399999999999999
2016-11-24,AAWS,0.8
2016-11-25,AAWS,0.0
2016-11-26,AAWS,40.8
2016-11-27,AAWS,0.6000000000000001
2016-11-28,AAWS,2.8
2016-11-29,AAWS,0.0
2016-11-30,AAWS,3.6
2016-12-01,AAWS,14.4
2016-12-02,AAWS,41.199999999999996
2016-12-03,AAWS,14.0
2016-12-04,AAWS,26.399999999999995
2016-12-05,AAWS,37.20000000000001
2016-12-06,AAWS,13.4
2016-12-07,AAWS,6.800000000000001
2016-12-08,AAWS,30.800000000000004
2016-12-09,AAWS,11.599999999999998
2016-12-10,AAWS,6.8000000000000025
2016-12-11,AAWS,0.6000000000000001
2016-12-12,AAWS,0.0
2016-12-13,AAWS,0.0
2016-12-14,AAWS,0.0
2016-12-15,AAWS,0.0
2016-12-16,AAWS,0.199999999999999
2016-12-17,AAWS,0.0
2016-12-18,AAWS,5.999999999999998
2016-12-19,AAWS,2.999999999999999
2016-12-20,AAWS,3.199999999999999
2016-12-21,AAWS,2.6
2016-12-22,AAWS,16.199999999999996
2016-12-23,AAWS,0.399999999999999
2016-12-24,AAWS,0.0
2016-12-25,AAWS,0.0
2016-12-26,AAWS,0.0
2016-12-27,AAWS,8.6
2016-12-28,AAWS,0.0
2016-12-29,AAWS,0.0
2016-12-30,AAWS,1.2000000000000002
2016-12-31,AAWS,0.0
2017-01-01,AAWS,0.0
2017-01-02,AAWS,0.0
2017-01-03,AAWS,30.6
2017-01-04,AAWS,45.0
2017-01-05,AAWS,36.4
2017-01-06,AAWS,35.6
2017-01-07,AAWS,2.0
2017-01-08,AAWS,10.2
2017-01-09,AAWS,0.0
2017-01-10,AAWS,0.0
2017-01-11,AAWS,0.0
2017-01-12,AAWS,4.999999999999999
2017-01-13,AAWS,0.0
2017-01-14,AAWS,0.0
2017-01-15,AAWS,2.999999999999999
2017-01-16,AAWS,0.0
2017-01-17,AAWS,0.0
2017-01-18,AAWS,0.0
2017-01-19,AAWS,0.0
2017-01-20,AAWS,0.0
2017-01-21,AAWS,0.0
2017-01-22,AAWS,75.19999999999997
2017-01-23,AAWS,2.80000000000001
2017-01-24,AAWS,0.0
2017-01-25,AAWS,0.0
2017-01-26,AAWS,0.0
2017-01-27,AAWS,12.599999999999998
2017-01-28,AAWS,1.4000000000000001
2017-01-29,AAWS,0.2
2017-01-30,AAWS,0.4
2017-01-31,AAWS,0.0
2017-02-01,AAWS,0.0
2017-02-02,AAWS,0.0
2017-02-03,AAWS,0.0
2017-02-04,AAWS,0.0
2017-02-05,AAWS,0.0
2017-02-06,AAWS,0.0
2017-02-07,AAWS,15.600000000000001
2017-02-08,AAWS,9.599999999999998
2017-02-09,AAWS,0.0
2017-02-10,AAWS,0.0
2017-02-11,AAWS,51.40000000000001
2017-02-12,AAWS,0.2
2017-02-13,AAWS,0.0
2017-02-14,AAWS,0.0
2017-02-15,AAWS,0.0
2017-02-16,AAWS,0.0
2017-02-17,AAWS,0.0
2017-02-18,AAWS,0.2
2017-02-19,AAWS,14.8
2017-02-20,AAWS,18.8
2017-02-21,AAWS,2.0
2017-02-22,AAWS,0.0
2017-02-23,AAWS,18.4
2017-02-24,AAWS,0.0
2017-02-25,AAWS,60.6
2017-02-26,AAWS,6.0
2017-02-27,AAWS,10.400000000000004
2017-02-28,AAWS,30.000000000000004
2017-03-01,AAWS,0.6000000000000001
2017-03-02,AAWS,23.800000000000004
2017-03-03,AAWS,2.6
2017-03-04,AAWS,0.2
2017-03-05,AAWS,4.6
2017-03-06,AAWS,12.600000000000009
2017-03-07,AAWS,0.2
2017-03-08,AAWS,0.0
2017-03-09,AAWS,0.0
2017-03-10,AAWS,3.0
2017-03-11,AAWS,42.2
2017-03-12,AAWS,0.0
2017-03-13,AAWS,0.0
2017-03-14,AAWS,47.599999999999994
2017-03-15,AAWS,0.2
2017-03-16,AAWS,0.8
2017-03-17,AAWS,0.8
2017-03-18,AAWS,2.6
2017-03-19,AAWS,11.2
2017-03-20,AAWS,0.0
2017-03-21,AAWS,0.0
2017-03-22,AAWS,0.0
2017-03-23,AAWS,0.0
2017-03-24,AAWS,0.0
2017-03-25,AAWS,0.0
2017-03-26,AAWS,20.8
2017-03-27,AAWS,28.999999999999996
2017-03-28,AAWS,2.0
2017-03-29,AAWS,0.2
2017-03-30,AAWS,0.2
2017-03-31,AAWS,0.0
2017-04-01,AAWS,19.0
2017-04-02,AAWS,0.0
2017-04-03,AAWS,0.0
2017-04-04,AAWS,3.6
2017-04-05,AAWS,7.2
2017-04-06,AAWS,13.999999999999998
2017-04-07,AAWS,19.199999999999996
2017-04-08,AAWS,7.599999999999999
2017-04-09,AAWS,0.4
2017-04-10,AAWS,1.2000000000000002
2017-04-11,AAWS,0.2
2017-04-12,AAWS,10.0
2017-04-13,AAWS,0.0
2017-04-14,AAWS,67.19999999999997
2017-04-15,AAWS,8.999999999999998
2017-04-16,AAWS,0.2
2017-04-17,AAWS,1.6
2017-04-18,AAWS,51.2
2017-04-19,AAWS,0.4
2017-04-20,AAWS,32.4
